timestamp,ac_usage,fridge_usage,washing_machine_usage,lights_usage,total_usage,is_weekend
2025-05-02 00:25:01.417182,0.09292937495555612,0.1485648730153296,0.0,0.29428808694381614,0.5357823349147018,0
2025-05-02 01:25:01.417182,0.28747535166975097,0.10455059034412585,0.0,0.3848289103576476,0.7768548523715244,0
2025-05-02 02:25:01.417182,0.013973982625962477,0.13525565733194975,0.0,0.8802389892574334,1.0294686292153457,0
2025-05-02 03:25:01.417182,0.13022132454479413,0.14642610375212148,0.0,0.6722392574044798,0.9488866857013953,0
2025-05-02 04:25:01.417182,0.18900214063395696,0.14227096008503848,0.0,0.4374401640414711,0.7687132647604665,0
2025-05-02 05:25:01.417182,0.10627971639828773,0.1452975959597322,0.0,0.920770796831011,1.172348109189031,0
2025-05-02 06:25:01.417182,0.29294483286026124,0.14509191582208356,0.0,0.30189762882668875,0.7399343775090335,0
2025-05-02 07:25:01.417182,0.24711728584109618,0.1204919239054797,1.4908013559459379,0.12084214464932018,1.979252710341834,0
2025-05-02 08:25:01.417182,0.16615082475066617,0.12648874576283992,0.0,0.09826055447874169,0.3909001249922478,0
2025-05-02 09:25:01.417182,0.02250662666787545,0.14478256152009591,0.0,0.17040137187894305,0.33769056006691445,0
2025-05-02 10:25:01.417182,0.04185803416790078,0.13883841356750365,0.0,0.1438769999075915,0.32457344764299595,0
2025-05-02 11:25:01.417182,0.12274313637528668,0.11270105745477814,0.0,0.1789593175253349,0.4144035113553997,0
2025-05-02 12:25:01.417182,0.2100564777882159,0.12738699547345683,0.0,0.14143528008476963,0.47887875334644237,0
2025-05-02 13:25:01.417182,0.6365992731232715,0.12369598804555959,0.0,0.07905504391785531,0.8393503050866864,0
2025-05-02 14:25:01.417182,0.8125755185132381,0.13306519811434334,0.0,0.18668842277514325,1.1323291394027246,0
2025-05-02 15:25:01.417182,1.1056349157175198,0.11038746365060952,0.0,0.14731204058549816,1.3633344199536275,0
2025-05-02 16:25:01.417182,1.8067805695254766,0.13741594005612454,0.0,0.18031358458048807,2.124510094162089,0
2025-05-02 17:25:01.417182,1.304832006516199,0.13759381221845954,0.0,0.07100968390384048,1.513435502638499,0
2025-05-02 18:25:01.417182,1.0224119230447872,0.11947745822407613,0.0,0.6090365969968277,1.750925978265691,0
2025-05-02 19:25:01.417182,0.2787229080770471,0.14371482801110871,0.0,0.30762039383134765,0.7300581299195035,0
2025-05-02 20:25:01.417182,0.05183689556473896,0.11788202747944557,0.0,0.43259509271253915,0.6023140157567237,0
2025-05-02 21:25:01.417182,0.1844312859468787,0.14513880238822724,0.0,0.9698332333380695,1.2994033216731755,0
2025-05-02 22:25:01.417182,0.19608088576056795,0.14190796007005432,0.0,0.6201617601846376,0.9581506060152599,0
2025-05-02 23:25:01.417182,0.06249808405801191,0.12623442060467388,0.0,0.6440660811501209,0.8327985858128066,0
2025-05-03 00:25:01.417182,0.22273726926406698,0.11099414948536745,0.0,0.4946483056693854,0.8283797244188198,1
2025-05-03 01:25:01.417182,0.10920824076436988,0.14797197978705823,0.0,0.5551559682613751,0.8123361888128032,1
2025-05-03 02:25:01.417182,0.22652819018944392,0.13754056906872195,0.0,0.4124353478425931,0.776504107100759,1
2025-05-03 03:25:01.417182,0.17156090681151961,0.1447151446659324,0.0,0.5801581755655596,0.8964342270430117,1
2025-05-03 04:25:01.417182,0.2835352522027638,0.11072291146620808,0.0,0.2593272846192246,0.6535854482881965,1
2025-05-03 05:25:01.417182,0.2674361619434248,0.14238405989811082,0.0,0.9940719007470757,1.4038921225886114,1
2025-05-03 06:25:01.417182,0.2038180464337278,0.1468343963333575,0.0,0.8615592200672888,1.212211662834374,1
2025-05-03 07:25:01.417182,0.25332789993602606,0.1284570785227134,0.0,0.10735468968750664,0.4891396681462461,1
2025-05-03 08:25:01.417182,0.2803674217629845,0.12160585878079472,0.0,0.13082290508745037,0.5327961856312295,1
2025-05-03 09:25:01.417182,0.13383429213755632,0.12824091569800986,0.0,0.12057576184884909,0.38265096968441525,1
2025-05-03 10:25:01.417182,0.014390267573842763,0.14410240930038493,0.0,0.11665907283736549,0.2751517497115932,1
2025-05-03 11:25:01.417182,0.1766830945522046,0.10695939013789936,0.0,0.05050817719739587,0.3341506618874998,1
2025-05-03 12:25:01.417182,0.07358702809309288,0.13522930160666752,0.0,0.0648791795169318,0.27369550921669217,1
